review_text,rating,review_date,bank_name,source
"The most disturbing mobile banking app I've ever used. The app doesn't deserve to be BOA's mobile banking app. Don't even think about using this app, especially in an emergency. Everything about this app needs to be changed, just like other banks' apps. I wish there was a negative start to give for poor performance. Thank you very much.",1,2023-07-17,BOA,Google Play
"It is very disgusting app ever. Its speed,layout and even it requires to veryfy every login. It asks to enter username every time. It requires 6 digit password which is very difficult and not userfriendly. Even the current version didnt have help/support menu.....Please update it!",1,2022-04-23,BOA,Google Play
"The previous version was very secure felt like all your money was at a safe hand but now it doesn't feel like that anymore anyone with your phone number and account number would easily be able to have access to your money, I transfered all of my money to other banks until I feel like my money is safe with them again. I hope Abbissina Bank would look at my comment and hopefully would bring back security to their next update",1,2023-03-07,BOA,Google Play
"Its secure and almost available and works fine any time I need it. The downside is the user experience, i have to go through multiple pages to accomplish a single task. Also to ease secure login if you could integrate biometric authentication functions would be best.",4,2022-04-16,BOA,Google Play
"The old app was stable with almost no issues. The update is a disaster. The app freezes, quick logout, black screen, very slow. Please do regressive test before releasing to public. If you can rewind to the previous release.",2,2023-03-28,BOA,Google Play
"In progress.....is tiresome? Problem while logging in, problem seeing balance, problem making transfers..... Every single tap on your chosen order takes forever. BOA deserves better mobile banking app! The star I chose is only for the app! The bank desrves 5★",1,2023-10-07,BOA,Google Play
"the new app crashed every time when i try to open it, i try to get help from my branch but they even can't fix it and i came hear to give feedback but when i look in to the other customer who give feedback nither the developer nor the bank customer service didn't bother to reply single line of excuse or headsup. Please pay attention to your customers needs.",1,2023-03-10,BOA,Google Play
A trash app. Has to be optimized. The app downloads images for Icons.. Even the loading screen is a giant picture that you will literally cry while navigating through pages cuz the app is downloading image in a country where internet connection is freakishly scarce. There a lot of bugs that the app team needs to work on...it's just terrible UI terrible terrible...I went on to the old way of sending money because their system is trash.,1,2023-08-24,BOA,Google Play
"I want to make transections and often times it's not working. The app is loading for so long that I receive a notification that the session is about to expire. I really wonder how other people are able to use this app. More then half of the time it's not working. Would love to know the trick and for the company that developed this app, please do your homework and improve it ASAP.",1,2023-12-04,BOA,Google Play
"Literally the worst credit return experience I've ever had I used the cardless option and withdrew 3k then it did not give me the money so I reported it but no response then I withdrew another 2k (that was dumb of me should've closed my account right there and then) and same situation. its been over a month the credit is still not refunded, asked for a manager they said no manager. and I used to vouch for y'all. I'm writing review everywhere until y'all return my money. Absolutely ridiculous!!!!",1,2023-07-26,BOA,Google Play
"You can make the app more simpler, specially transactions must be easily accessible. I dont want to click buttons after buttons to see my monthly transactions. CBE's mobile app is simple. At least try to get to their standard.",3,2023-01-14,BOA,Google Play
This is the most terrible mobile banking app I have ever used. I don't even know how horrible I felt just after the moment I started using it. The developers have to do something ASAP! This app doesn't match the service of the bank. I have un-installed it immediately and will check back if there will be any updates in the future.,1,2023-12-29,BOA,Google Play
HORRIBLE! Not expected from a bank as big as BOA. Who are supposedly one of the most advanced banks in Ethiopia. I've seen no name sites who had better WebApps then BOA entrie app. Seriously you guys need to work on your UX design it's horrible. The layout is mayhem. The color scheme of the left side menu is BAD. The app is sluggish the animation bring tears to my eye. One star cause the app functions. But just cause it works doesn't mean that it will compensate for user experience.,1,2021-10-23,BOA,Google Play
"I've always loved boa, but this app is below expections. It keeps crashing which is not ideal for transferring and payment. I hope this app will improve to the point where it fits the banks quality. Edit: the update is even worse... Can't get a receipt or even screenshot it",1,2023-02-25,BOA,Google Play
"Why you guys make something on the application, how could you do not solve the issues for this whole time. The app was very good and responsive before the new update, but right now, I can't tell you how much it's annoying. I don't know why the executives keep silent. Please try to fix the bugs or make something different, don't push away the customer to migrate to other banks to find convenient. Thank you!",1,2023-11-03,BOA,Google Play
"Why there is only signup option we cant able to signin back to our account after logged out and also Logging in With our account Number isnt safe its should be q User ID as it is before. PLEASE FIX These issues as soon as possible Lagging Issue , screenshot issue must be fixed , the UI Design is the best is great",4,2023-03-18,BOA,Google Play
Unfunctional!!!! The bank supposedly changed it's system platform and now I can't sign in to use the app. It has put me and my business in a bad position as I can't use my finances. Please fix your problem as soon as possible!!,1,2023-03-21,BOA,Google Play
"The app doest allow screenshots , and sms notification takes ages before it arrives. No way to send confirmation of the transfer without the screenshot. It's an unnecessary security feature . Remove it!. Worst update ever, the previous clunky vestion was better !",1,2023-04-05,BOA,Google Play
"Can't even use the app since it won't let me select the account list, I'm guessing cuz I have a interest free account but all banks don't have this problem, even tho I see my account in list of accounts, I cant see that list in any of the transfer screens. Please fix or reply",1,2023-09-22,BOA,Google Play
"I don't think having a good User interface is better than user experience....it is so slow, it wont let you take a screen shot (which is the most important thing for the user)...I chose the old version 100 times than this update...",1,2023-03-08,BOA,Google Play
"Fix the screen shot , it crashes in Redmi android 8.0 , push sms is horrible slow , why did u remove screen shot , u think we trust ur slow sms , No , I just sent money to atm and waiting for sms cause I couldn't take screenshots, this wasn't upgrade at any thing , still web app , roll it back, roll back assuming you have good DevOps. Roll it back at once .",1,2023-02-24,BOA,Google Play
"This version of app lacks basic functionality. It takes long to open plus prompts user to log in every time the screen turns off. The improvements in this app such as UI, ease of activation and biometrics should have been additions to the previous good functionality of the app. Improve it soon or else you lose most of your users.",1,2023-04-11,BOA,Google Play
"Old app was better than the new one. Pleasse consider all the reviews and quickly install updates to fix the problem, this app can't take even a screen shot. It doesn't normally load the pages, useless app. However, I always appreciate your efforts that you always do to satisfy customers.",1,2023-04-15,BOA,Google Play
"The worst mobile banking I've ever experienced, it keeps loading all the time. At least you have to try over 100 time to make 1 transaction, and it shows 3 transaction only. You have to update your mobile banking",1,2023-09-01,BOA,Google Play
Previous version used to work fine. But now all I get is a black screen. Yesterday I had gone to my nearest branch and the tech guy told me many customers got this black screens and the only way is to roll back to previous version. He send me the old version and worked for a day until google update it today to the stupid latest version which made it just black screen again. 🤬,1,2023-10-16,BOA,Google Play
"Thank your mobile App, I am back to using ATM. This is the worst app, 1. The loading part is ahhh, 2. The timeout with the loading part 3.. The design is not customer friendly, it's designed by banch of employees in one table. 4. Thanks to your app, it caused an error and still can't refunded my Money. Ere please please wa And u can't even screenshot ur secret code to share with your friends, come onnnnnn. I love BOA, but you guys have the worst App",1,2023-02-28,BOA,Google Play
The current update is ok (user interface wise) but still needs major improvements. 1. The login and transaction is now extremely slower than before 2. It disallows taking screenshot. Why is that? We need to screenshot payments to track & send to payee so please reinstate that!,2,2023-03-31,BOA,Google Play
"Great!? Neither it allow user to inserting otp code send by sms nor it read by itself. I never seen such kinds of confirmation entering method. FYI, all access phone, storage and camera is allowed for the app. Good luck.",1,2023-08-29,BOA,Google Play
"There are many things that need to be fixed in it. One is very slow when logging in. Second, it took more than a minute to process it. Anyway, you can copy mobile banking from Commercial Bank.",2,2023-09-27,BOA,Google Play
"The app takes forever to load, too many glitches when you enter the 3 bar menu and the balance in my account won't load. Didn't expect this from a verified app on playstore.",1,2023-04-18,BOA,Google Play
"The updated one is having alot of troubles signing in, recognizing ur account number. You need to reinstall it again and try, and this sometimes work and it doesn't also. So please sort it out ASAP...",1,2023-03-17,BOA,Google Play
"The app becomes more simple, which is really great. But one thing that bothers me is I couldnt take a screenshot of the transfer I made nor it doesnt have a share option. People need an evidence for the transfer made.",4,2023-03-16,BOA,Google Play
"The worst banking app ever, it doesn't work at all. It this bank has a management staff ? You guys are losing so many customers because of this issue including me, the problem starts when you update the system. You better work on it.",1,2024-02-08,BOA,Google Play
Other services are great but mobile banking was the worst! Previous app's look and feel... user interface was ugly. It felt like an unfinished work. I like the new update. It couldn't recognize me for a couple of days but it works now. Better security features as well. Keep improving.,4,2023-06-24,BOA,Google Play
"Its terrible. The security processes, the interior layout or display, the speed all terrible. You can easily compare with other similar internet bankings(like Awash). 1star for the internet banking is enough.",1,2022-04-13,BOA,Google Play
For some reason my IB account isn't really linked with my bank account. The name and everything is displayed but my balance is constantly on -0.01. Thus makes it impossible to transfer and overall use the app.,3,2022-04-25,BOA,Google Play
Oh this app is annoying! it takes long time to login; it can be crash when you use it! you can't do any transaction when you need it. I have lost my three days,1,2023-09-16,BOA,Google Play
"As all reviewer try to say, I have experienced bad on this up, ugly and unfriendly user interface, bugs everywhere, not simple and easy, BOA is good bank by physical I don't what happened on digital. Hopefully you will fix it soon!",1,2023-09-16,BOA,Google Play
"The application takes forever to open after the update, it shows white wizard when it's opened and doesn't bring the log in page. The worst update. Please roll back to the previous version or fix this one!!The app is literally not working. Please update it😡",1,2023-04-29,BOA,Google Play
"It's one of the worst apps I've ever used. It took a long time to log in, and it usually provides an error message whenever I access another app over it. It's a bad app for an excellent bank.",1,2023-09-27,BOA,Google Play
Fix your servers and what the hell is with your security if i enter my password wrong 3x instead of locking my account for a day and sending a message to my phone you choose to suspend my account forever So much time and effort wasted im so disappointed!!! Edit: i was wrong abt everything i said earlier this isnt a bad app ... This is the worst online banking experience ever it Wont let u send money after 9 oclock and doesnt let me sent to other telebirr accounts. I hate this app kys pls,1,2023-09-22,BOA,Google Play
The updated version is very horrible after i have set MY PIN But when i try to login it say pin error.When a rest my pin also it repeat the same narration.very bulky.the older version was better! And it takes long time to loading.,1,2023-02-27,BOA,Google Play
This latest release is not working right . Slow on login and freezes on use. The older version was stable. After doing transaction it doesn't not allow you to screenshot or export the transaction.,1,2023-03-03,BOA,Google Play
Very slow application. I am a loyal customer of Abyssinia but after I updated to this app I am dissatisfied. Please don't update your app. Use the previous version which has better connection. Even you can't take screen shot on this app. Poor service. Please improve.,1,2023-03-01,BOA,Google Play
The new update doesn't work at all. At least the previous one worked sometimes. Didn't work all the time but it was much better. I can see that you worked on aesthetic improvements which is fine but functionality should come first.,1,2023-11-10,BOA,Google Play
"Please BOA avoid this useless app...it is very slow to load,can't allow screen shots,it is not working in background it asks to load agin if you are away for a microseconds...very bulky app ever...please update it or avoid it😡",1,2023-03-13,BOA,Google Play
"I appreciate u guys updated the UI, but there are still some texts that go over a border line and also some other UI glitches. Also there is this annoying feature that asks to agree to the terms and conditions everything time I log in. I don't know if this is feature or a bug, but it is annoying, atleast for me, if possible please make an update on that. The other thing that might need improvement in my opinion is the loading spinner that popes up. it is, UI'ly speaking, not good.",3,2023-03-21,BOA,Google Play
The worst banking app I've ever used! I don't need a lot of features please remove the all the mumbo jambo and make the basic stuff work first! Don't get me started with the performance. I won't be using boa anymore it's ridiculous,2,2024-02-25,BOA,Google Play
"The worst banking App, interface is predated. Not user friendly, takes forever to load the simplest task. No screen shot rule to copy my ATM withdrawal code is ridiculous.",1,2023-03-27,BOA,Google Play
The old version is better it is fast the bew version is to slow and the card service is not work i prefer the neversion is not good !!! Just. Do. Something to make ot. Faster,1,2023-04-11,BOA,Google Play
I can't log into the app on my device. It correctly logs in and then logs out automatically. Please fix this bug. My device is Tecno Pop3.,2,2023-07-13,BOA,Google Play
"Extremely awful application. I have never seen such kind of mobile bank app. YOU, the developers exactly know whats missing and the possible drawbacks of the app, it woulb be good to put necessary amendements ASAP, for your BANK sake.",1,2023-04-05,BOA,Google Play
The previous IB mobile service was way much better.i updated the app and it changed itself into mobile app just like others bank have.it crashes down regularly and is not intuitive like the first app. RTGS keeps failing plssssss do much better,2,2023-02-24,BOA,Google Play
Really disappointing android app to see from Abyssinia bank. You need to upgrade the interface and the looks inside Even if it works perfectly for me i don't use it cause it have boring interface 2 stars just because it works.,2,2022-04-03,BOA,Google Play
Previous app much better. Two way authentication much better for security. And also the ability to log in to multiple accounts in one device. BOA please listen ...,1,2023-04-18,BOA,Google Play
"Doesn't get worse that this, I have used multiple mobile banking apps this one is by far the worst one!!! The app never seems to work and the UI is horrendous not the type you would expect from a multi billion birr company. Total disgrace 🤢",1,2023-12-30,BOA,Google Play
The app doesn't work. It won't let you log into your account. And keeps crashing. The most terrible banking app I've ever used by far!!!!,1,2023-10-07,BOA,Google Play
"Login is very slow, can't back out to main page at all, Transfer history doesn't show the whole transaction history nor does it show any details. I like Abyssinia Bank but the app needs IMPROVEMENT",2,2023-07-03,BOA,Google Play
Couldnt let me log in and am still trying. As an international bank it is priority to give best tools for customers but this is worst by far and un recommendable app. Cant belive it hasnt been fixed after this time,1,2023-09-15,BOA,Google Play
It went all the steps well but couldn't set new password. Because it says previous password is incorrect but I just logged in to the previous mobile banking app using same password.,1,2023-11-16,BOA,Google Play
"This is the lowest I could give it. I downloaded the app for the first time and it asks for my user ID, if I am supposed to get the ID from a bank nearby it is supposed to give instructions but it just keeps asking for my user ID without no sign up option.",1,2022-07-09,BOA,Google Play
"Hello! Abyssinia. I was confused whether to rate this update 1 star or 2, but for the love I have for the bank I decided to give u 3. This update is giving me a headache. It takes much time just to login, after it log's in it will go blank most of the time. I hope you will fix this soon. Overall, I can say BOA is the best bank for me.",3,2023-11-02,BOA,Google Play
Unfriendly!!! what's the use of security if it makes the service ultimately unusable? all those hodge-podge futures are making this small app slow and buffer all day.,1,2021-05-28,BOA,Google Play
"The old version was way simple and easy to use, the updated version isn't really good, at all. No screen shot,",1,2023-03-07,BOA,Google Play
"I hate the new application . I installed three times per a week but nothing change . Please try to update screen shoot part, other bank transfer and others system. The old one is much better !!!",1,2023-03-27,BOA,Google Play
The app is now user friendly but its not working. I couldn't open the app for the past three days now. This should have been tasted before it was upgraded.,1,2023-03-07,BOA,Google Play
Please bring back the previous version. It was far better and more secure than the updated one. The update destroyed the usage of BOA app.,1,2023-04-12,BOA,Google Play
"It's a good apk, but there is no option to rest your password if you forget. you always go to BOA brunchs to fix it. Developers must include this feature !!!!",4,2022-10-22,BOA,Google Play
"The old version worked perfectly, after I updated it to version 1.0.2 it said ""unable to verify user"" so please fix it as soon as possible.",1,2023-03-11,BOA,Google Play
"I like recently updated BOA app, it was quite easy to use, but it takes longer time to access to start the service.",4,2023-03-01,BOA,Google Play
The old app is better than this one. Pleases update effectively so as to be manageable to the customers. I can't open and use the app as I needed.,2,2023-03-31,BOA,Google Play
This app used to be good now it has had enough problems already. And now again it won't open or show any kind of text when installed and opened in any kind of huawei phones. What's the issue?,1,2023-10-07,BOA,Google Play
If there is 0 i am happy to give you 0 rating. It's a shame to see this huge bank can't even have stable mobile app. Rather than wasting time asking people to open accounts just improve your servicesq,1,2023-09-21,BOA,Google Play
Ever since the old app was update the mobile banking app is not working. Should have sticked to the old version. Disappointed to say that I have shifted from using BOA to other banks. BOA has lost its competitive advantage thanks to the disfunctional mobile banking app.,1,2023-09-13,BOA,Google Play
Failed update!! The previous version was easy and reliable but this version is working at minimum speed!! Even you can't take screenshots for the transfers!!,1,2023-04-02,BOA,Google Play
I got the latest update and I thought finally you guys noticed how much annoying the UI is and fixed it but guess what it's still the same and even worst you removed the multi layer security which was literally the only thing I loved about this app. Please fix it.,2,2023-02-19,BOA,Google Play
There is a slight adjustment on the app regarding the UI and the activation. But the worst part is I cannot take screenshots after completing transactions. 😖😨,3,2023-03-03,BOA,Google Play
The last version was great in loading 👌 It's very annoying now. It's very annoying to load. It was cool before. Now it's only good to fill in the password.,1,2023-03-19,BOA,Google Play
"The app is easy to use. However, the app doesn't allow to take screenshot and the transaction summery is very short.",4,2023-04-17,BOA,Google Play
"the menus are very good, but its connectivity is very low and does not consider areas outside addis ababa whose network is slower and the app is large in size.",2,2023-10-31,BOA,Google Play
It used to be the best but the updated version is the worst I've ever experienced on the IB platforms. Please fix the issues mentioned on the review about the update. I relate.,1,2023-04-12,BOA,Google Play
Over all the app is good minor interface design is needed but over all its good. The main issue ive experienced while using the app is that it slow. Its slow on the loading page for example and also while processing.,3,2024-02-07,BOA,Google Play
"This app is getting worse and worse, frequent stacking, and its difficult for updating due to confusion with other apps make it unreliable and frustrating to use. These issues are crucial for potential users to consider before relying on the app for their needs so the bank needs to solve this issue.",1,2024-02-05,BOA,Google Play
"This is the worst mobile banking app to use in terms of being accessible everytime, it is very slow & not what is expected from a bank that is trying to lead in terms of technology",1,2023-09-19,BOA,Google Play
Having to many problems with the app. I am using a note 5 and I have delete and download again and again yo access to my account. Please fix it.,2,2023-03-12,BOA,Google Play
The app works well and with multiple features. However for trouble shooting online customer service was not reachable and once connection is lost it was difficult to fix. Connection issues affect app peformance & activity,3,2022-10-13,BOA,Google Play
Why did you update the first version to make it worse? I can do nothing without lagging and being impatient with this version. Please remove the update or you will force your customers to look for other options. And no screenshot allowed? Please!,1,2023-04-05,BOA,Google Play
Good improvement on your new update. The new update have some issues when move to another screen (app) it gives error and main issue is I can't take screen shot how can I send deposit pic to someone. Else it only display 3 transactions it will be good it show at list 1or2 months,4,2023-02-25,BOA,Google Play
"The first app was fast, it asked me to update, but when I updated it, it was very slow and unresponsive This is the worst banking app in Ethiopia.",1,2023-12-05,BOA,Google Play
"1. Slow logging in 2. Can't see transaction detail 3. Doesn't generate receipts for the transactions made 4. RTGS transfer option, it is not valid for small amount or retail payment",2,2023-07-08,BOA,Google Play
I'm sorry to say or writing this application is not works at all I can't transfer to other bank I have also security problems. It close suddenly by itself pls fix the problems,1,2023-03-05,BOA,Google Play
"The new version is the worst, it automatically logged me out and i can't log back in And the saddest part is none of the staff know how to fix this s***!",1,2023-03-04,BOA,Google Play
"Your app is confused when determining if device is rooted. I even hard resetted my device, and still couldn't let me use it",1,2022-05-04,BOA,Google Play
"I am very disappointed by the update app. Very slow app, even login it is making me hate my bank account. The app before the update works just fine. I just want to know how can I undo the update app? Pooooooooor so poor",1,2024-01-01,BOA,Google Play
Very poor application. You should see other banks. Why should I remember my account number and get a password with text everytime i sign in. This is so backward !!!,1,2023-03-09,BOA,Google Play
"While the new update has good features like biometric authentication, it takes time to load and show black screen when it was in background and transitions to foreground.",3,2023-03-01,BOA,Google Play
Oo my god.it is not fair BOA mobile bank app is too much not good app( it doesn't work by any network connection only it says error) I don't know the problem to fix it.i need to say BOA app must improve to androids,1,2021-12-13,BOA,Google Play
The App has basically locked itself and won't let me login before I update the app meanwhile there is no update available in the app store ... make it make sense ...,2,2024-02-04,BOA,Google Play
What is wrong with BOA? I'm still unable to sign up after installing the app. A big bank like BOA is still struggling to come up with a basic mobile banking app!? You should be ashamed & apologise for such failure,1,2023-07-24,BOA,Google Play
"It is not working most of the time. It is good that you make it easier to use, but it requires too many progress.",1,2023-03-29,BOA,Google Play
It takes really long time to log in unlike any other apps like telebirr or Amole. Please solve this issue or we're forced to put our money on other banks,1,2023-11-13,BOA,Google Play
I give this just 1 star because after I fill the form and pass authentication this app doesn't work I have tried uninstall and install again the problem is the same pervious versions work fine in my phone but this the made it worse app,1,2023-04-06,BOA,Google Play
"This mobile bankig have a long process and long time to login. I our experiance you should have to update a Mobile banking App like CBE and Amhara bank and also requests a security question when we entered before. Therefore you should have to avoid a security question to login,becuase of this we can't use a service.",3,2023-07-25,BOA,Google Play
"yo fix the telebirr problem, it won't let me add the phone number I want, instead it automatically choose the number that the account was made in, it's frustrating.",1,2023-08-03,BOA,Google Play
The updated version was simple and interactive but now when i try to open the app it show me dark black screen amd nothing else. My phone is Samsung a20. Please fix it thanks.,3,2023-09-27,BOA,Google Play
"After i register for this app, it's not even opening... It says ""BOA HAS STOPPED"". THE WORST APP EVER CREATED. Make quick updates and fix this issue.",1,2024-01-05,BOA,Google Play
"Anything doesn't work on the app, I can't even log in. Please it has been a long since the app stopped working completely fix the whole app .",1,2023-11-08,BOA,Google Play
0 Star . THIS IS THE WORST APP I HAVE EVER SEEN. I HAVE TASTED AND USED LOTS OFF APPS ESPECIALLY BANKING APPS. BUT THIS APP IS THE WORST. WHY DONT YOU MAKE A REAL APP. YOU JUST USED YOUR ONLINE BANKING IN THE APP. DO BETTER,1,2023-12-13,BOA,Google Play
It is terribleit doesnt even deserve 1 star.i liked the old version.it was fast and reliable.now I can use the app 99 percent of time because it doesn't load or it takes ages to load.please do better.,1,2023-11-23,BOA,Google Play
I have never read so much negative comments on an app than this one. I have withdrawal all my savings and will never go back to your annoying branches or mobile app.,1,2023-10-12,BOA,Google Play
This updated app is not working properly I know it is adding new furnitures but the basic things is not working even for log in it takes more than 10min am so sad by BOA it's much better earlier app I hope you will fix sooner,2,2023-05-28,BOA,Google Play
Choose any 3 Security Questions After choosing 3 Security Questions the submit button doesn't work for me. It also needs very fast network please Update the application to work well.,1,2023-10-19,BOA,Google Play
"To be honest it's the worest Mb app ever .....its too slow, it can't make your transaction done successfully, it didn't show my balance correctly anyway this doesn't suit abyssiniya bank so you have to adjust this",1,2023-07-06,BOA,Google Play
"Nice but not running as fast as it could and for security reason i tried to record screen and it didn't stop me so this is a big issue, look after this",3,2023-10-07,BOA,Google Play
Wouldn't let me login at all... It's actually worse than the old app which was working fine for me. Now I have to go to the bank in person because it blocked my account!!,1,2023-09-20,BOA,Google Play
"If your bank realy values the users comments, the new App is the worest, it is extremely slow to open even to start. It has neither screenshot nor sharing option after transfer money. How can we prove that we transfered money to the beneficiary? Please take coorection action quickly",1,2023-03-26,BOA,Google Play
"It is not functional. Please update it, when i want to login it takes long time. Really i feel sorry, this app upsets us day to day.No update, i think you yourself hasn't motivation to works on.",1,2023-10-05,BOA,Google Play
"Make it like CBE mobile banking, smooth and fast easy, BOA mobile so slow when opening and after that when taping one terrible, loading delay, but, BOA bank is one of my favourite bank in ethiopia, fix it the app.",3,2023-09-13,BOA,Google Play
"I love the bank but the mobile banking app is the worst it takes forever to load and navigation within the app is almost impossible,please try to solve this.",1,2023-10-09,BOA,Google Play
It does not allow screnshoot. Means lts necessary to take s. Shoots as an evidence. And ilso very slowly to load......,2,2023-03-04,BOA,Google Play
"I really love bank of abissyinia but this app is really terrible 😭 I can't describe even the app problems easily i can say it doesn't work, i don't know how this thing could happen to the one of best banks in Ethiopia but it happened.......please Mr. Developer update your app like now!!!",1,2023-03-15,BOA,Google Play
The app is getting worst when i update it. Now i am facing trouble to login so i having difficulty on my transaction specially on the weekends. Please try to solve that immediately.,1,2023-11-05,BOA,Google Play
"The amount of time this app does not work exceeds the amount it works. Do something to fix this, it is annoying if I can't use it.",1,2023-03-30,BOA,Google Play
"I need to tell you that Abyssinia Bank offer more choices as his mottos indicate. If you can't use this apps , there's another choice which is ussd *815# . still Now if you're not open the ussd it's time to go the Bank and open it.",5,2023-07-13,BOA,Google Play
"When switching to other app and coming back, the app looses it's internet capability. Devs add manifests properly please. Am switching to CBE and withdrawing because of this.",1,2023-07-25,BOA,Google Play
what is going on?? the former version is much simple and secure but now it doesn't work! please fix the problem as soon as possible! i can't access my account with this bullishit version!,1,2023-03-29,BOA,Google Play
You don't expect a big institution to tape together a badly functioning website and call it an app. That's why you see it loading... all the time,1,2024-01-05,BOA,Google Play
Its a piece of cr*p!! You made it worse and its just useless. The only reason I still decide to continue with my BoA account is your excellent customer service at the banks. Other than that this is very dissapointing!!!,1,2023-03-01,BOA,Google Play
You don't want us to use the application b/c to save the money that we deposited in your bank that is why the last 5 months the apps never worked for me.,1,2023-08-10,BOA,Google Play
The updated version of this app is terribly slow to log in. Thanks for removing the annoying sms and otp features of the old version though.,2,2023-02-26,BOA,Google Play
"It's exciting app, just proud! please made the following changes: 1. Permit Screenshots and/or Enable Automated Receipts when Transactions made through this app. 2. Enable and Force MFA(Multifactorial Authentications) 3. Yes You can my Abyssinia🥰😘",4,2023-03-10,BOA,Google Play
"What the hell is this, after a long time u cameup with an app wc cannot accept verification code!? What happen to the previous app? Where is CICD here u down and give us another version.?So rude !",1,2023-07-22,BOA,Google Play
After i put my pin to login the app will show me a gimps of the homepage then go back to asking me to insert the pin again. I even thought it was a phishing app. Disapointed,1,2023-11-25,BOA,Google Play
"I love the updated app. It's simple to use and has cleaner UI. However, I miss the OTP confirmation for making transactions.",5,2023-02-18,BOA,Google Play
Simply horrible. I rarely had issues with the old app but this one is one big sluggish dysfunctional snail. Please fix this.,1,2023-03-23,BOA,Google Play
The only problem with this app is that it almost never works! How can you make this product available to customers when you know your customers will get the worst experience?,1,2024-04-20,BOA,Google Play
The app is crashed when it is opened for the second time after updated to this version. Annoying!,1,2023-04-09,BOA,Google Play
"It looks good, and will be more valuable if interbank transfer starts work. In addition we need to make active 'remember user id'.",5,2020-10-24,BOA,Google Play
"It is Secure & transfer to other bank (RTGS) works perfectly. Outstanding mobile application among Ethiopian banks in my view. Leading by example, BOA!",5,2021-06-01,BOA,Google Play
Last update completely broke it. There's no option to login and I needed money. How the hell did this make it to production? Edit: 10 months later and app ks still garbage,1,2023-11-22,BOA,Google Play
1. Screenshot not allowed! Bezi mknyat bcha i have stopped using this update...yebefitu yshal neber 2. Ui kebefitu bishalm ahunm gn Ke cbe app eyayachu srut bzu neger ygolewal. 3. Its too slow!! 4. The biometrics /pin and all the updates are betam arif👍👍,3,2023-03-17,BOA,Google Play
"The older version was working, but now i couldn't login to my account after updating it to this version. It says unable to verify this user",2,2023-06-27,BOA,Google Play
This app is goog but it have a massive problem like keep saying page error some times it works nice some times it takes time to log in you don't receive SMS at time,3,2022-02-18,BOA,Google Play
Worest app. The previous version is better. Can't take screen shoot and frequently interrupted. Too bad.,2,2023-03-04,BOA,Google Play
Amend the app so that we can screen shot for the transaction we made and also one time password should be added again this one is risky the other thing network problem should be fixed,1,2023-04-01,BOA,Google Play
the mobile topup doesn't work it's slow and after loading it says select an account but when you touch it. it doesn't respond,1,2023-03-24,BOA,Google Play
Bug full app i ever seen. . It's not even loading correctly. .i guess the team behind need to do something to deal with this,1,2023-10-13,BOA,Google Play
"Horrible horrendous app.... Network doesn't work I can't access my money. Transfer doesn't work, ATM code won't generate... Terrible Interface.",1,2023-12-27,BOA,Google Play
"After installing it is not run the application error message says""jailbroken or rooted devices"" i think it not compatible for android 10",2,2021-08-04,BOA,Google Play
"Worst bank app ever. the review should be less than 0, it crashes and won't open. Take it down from play store",1,2023-11-06,BOA,Google Play
Worst app I've ever seen. Screen shot doesn't work. It is very slow. Statement doesn't show. It always crashes አቢሲኒያ ባንክ ምንድነው ቁልቁል ምትሄዱት,1,2023-04-10,BOA,Google Play
The new update not working and the bank people they don't even know how to explain and fix it... Seriously very very very bad service.,1,2023-09-20,BOA,Google Play
This update is the useless ever stop working every single second. It's trash just take us back the old version of not fix this all bias,1,2023-03-23,BOA,Google Play
It stacks when you you want enter code send by phone. So that you can't open the app at all.,1,2023-10-26,BOA,Google Play
"The worst app ever, i don't advice anyone to go through the scrowed up steps to set it. Just simply ditch it.",1,2022-12-09,BOA,Google Play
it's the worst mobile banking app i ever used in my entire life it's crashes every time I want to send the money it work only toreceive i hate it every time u update it even worse,1,2023-10-10,BOA,Google Play
"The new App can not run on my phone. After installing , it stacked on white screen. Even the bank staffs can't give me support .",1,2023-11-28,BOA,Google Play
All service went downhill once I changed my number and they couldn't figure out on how to solve the issue,2,2022-11-16,BOA,Google Play
"It's a web page browser not an app, and to complicated, unnecessary 2fa verification every time you open the app",2,2022-07-05,BOA,Google Play
Forces you to update only the update doesn't start at all. I would have given it 0 star if it was possible.,1,2023-11-02,BOA,Google Play
"I have been using the app but now it says ""This app is not available for any of your devices"" And i couldn't use it.",1,2024-05-05,BOA,Google Play
"If you DO NOT want your money, then you use this app. It gets hacked easily. You will not control your account. I will never recommend this app to anyone. You can not TRUST the Bank of Abyssinia. The bank is not responsible to secure its customers' money from hackers. I lost my money through this app. The BoA is the WORST bank in the world.",1,2023-03-18,BOA,Google Play
"Looks Good, but some features like remembering user id dont work and also If you improve the user interface more it would be perfect!",5,2021-05-13,BOA,Google Play
"It got slow after the update, can't even open the app most of the time, the app stuck on white screen It's so annoying",1,2023-03-19,BOA,Google Play
"It doesnt work at all, let alone the upgrade with new featurea the basic byitself is not working We cant install and open the app",1,2023-03-27,BOA,Google Play
"Still Useless and outdated app! ,please upgrade your app even it can't open the login interface",1,2023-11-28,BOA,Google Play
"Annoying. It's not working on my phone. It's saying, ""Rooted device..."". Mine is not. Fix it.",1,2021-02-12,BOA,Google Play
It is a very difficult app to log in and when you enter the password you will not be able to login,1,2022-06-13,BOA,Google Play
